breach_type,data_exposed,records_affected,jurisdiction,user_impact_level,documents_available,proof_strength,past_case_similarity_score,legal_complexity_score,success_probability
retail,email,64409,India,low,0,high,0.4492681584656367,0.8411073089388701,0.5250286870156528
finance,full name,3652,US,medium,2,low,0.2964448877441531,0.0359657562134128,0.36387379550214344
retail,password,23303,Global,low,1,low,0.9296496077013283,0.6583995953770418,0.268673702155321
finance,password,21628,Global,high,2,low,0.12461338567832736,0.28676687755788366,0.5781700994649265
retail,password,193259,EU,high,4,medium,0.6524759555072321,0.5596168556447239,0.7407996030992686
tech,password,56919,Global,medium,9,high,0.05271976633450115,0.27934519093122656,0.7621922483411532
retail,email,20951,India,high,5,high,0.4461704378126965,0.3488704166052904,0.7791673380375164
tech,credit card,113044,EU,medium,8,high,0.5539794872200806,0.9231687117541794,0.9247798989321963
tech,full name,355192,US,low,9,low,0.29795493131686546,0.2066431848917053,0.3849034616630914
retail,SSN,67212,EU,low,3,medium,0.45507563552038444,0.8741091180258305,0.6894563250590036
tech,credit card,22487,India,medium,6,low,0.16355379453018737,0.030457808070496806,0.6715870604993214
healthcare,password,1597,India,medium,5,high,0.30412384946803617,0.09087653836964837,0.7018842003064772
tech,credit card,2616,EU,high,1,medium,0.621106324910203,0.8546750413842635,0.8201356444243312
finance,full name,11962,US,low,9,medium,0.3018000558611551,0.6305560309091953,0.5675039982990617
retail,SSN,6509,EU,medium,7,medium,0.8997430784088717,0.7472361380395502,0.9016988437398143
healthcare,SSN,15154,US,low,6,high,0.6284069576409897,0.20941767082185425,0.8543288901233843
retail,full name,24668,EU,medium,6,medium,0.4386490184359845,0.5370834555901035,0.6948782623675785
finance,full name,63537,India,low,7,medium,0.03875693555418247,0.7372192235713048,0.5688582897252557
finance,password,19129,Global,high,0,low,0.49954833520467123,0.6273141370102625,0.4710073160787126
finance,SSN,58279,Global,low,0,low,0.7647762421250892,0.4716987668912095,0.4892680397367876
tech,credit card,25058,US,low,7,medium,0.26555759801241363,0.9597837864377148,0.7585838974549175
tech,email,423,US,low,3,medium,0.8067735696487673,0.6761573334534453,0.5038322688285788
retail,email,3365,US,low,4,low,0.2518067660508815,0.9077508002412379,0.3402830393058294
retail,full name,16511,India,low,7,low,0.8237463879508005,0.7297705115736812,0.5438831681949334
healthcare,password,1959,EU,high,4,low,0.0852683416116774,0.7354635285976832,0.5341479569085785
healthcare,email,73120,India,medium,9,high,0.8661837088690295,0.08001826975767934,0.8179174500190479
retail,SSN,470476,Global,low,3,high,0.4991864509333305,0.35946462185394357,0.7083617279868313
tech,full name,252085,US,high,5,low,0.296537589620262,0.8583694067196584,0.5933056643703386
finance,credit card,14373,EU,low,4,medium,0.26511325041514877,0.23260386214875595,0.6037684849142361
retail,full name,434283,Global,low,6,low,0.43201055893036266,0.11550586615646619,0.48744082708475156
healthcare,credit card,29653,Global,medium,9,high,0.999049498103645,0.32610605663879344,0.9480140321225106
tech,full name,11224,Global,low,6,medium,0.22032739343758256,0.22043788489261396,0.6259361256197293
retail,full name,6458,India,high,3,high,0.10321664887899962,0.9252881947931552,0.7360601490942775
retail,full name,12028,US,high,4,medium,0.5850351687186619,0.8679666420021311,0.6746666491904834
tech,credit card,10133,Global,medium,2,high,0.4885424664402571,0.4996832302829042,0.8183130335722946
retail,credit card,30971,US,low,3,medium,0.5241962710633074,0.06134387448386802,0.5947676691956163
tech,full name,30368,India,high,3,medium,0.6669354175572171,0.7145623460931563,0.7084121298072348
finance,email,22161,Global,low,2,medium,0.2671440698706493,0.6234117313362646,0.4078372304070983
tech,password,52779,India,low,9,medium,0.9106649953838885,0.9705546707284959,0.6883201629318435
tech,password,238301,India,low,4,high,0.43567206612229037,0.558953240270377,0.6204046871091107
tech,password,147135,US,medium,4,high,0.12908619514246178,0.3363937234029094,0.6234835779105194
retail,credit card,1130,Global,low,6,medium,0.7422987567339443,0.5190216935785558,0.7243780486520941
retail,credit card,133,India,high,3,medium,0.6431043526178503,0.9792632914045163,0.8895577977414415
tech,email,142719,Global,low,3,high,0.3157434024840371,0.6963624325330305,0.6359289454379274
retail,password,1431,US,high,8,medium,0.6215187240340485,0.6719761379270511,0.8098881320300206
healthcare,password,14051,India,low,5,medium,0.21986195636897687,0.24068158972588538,0.46976636754345247
healthcare,full name,2121,US,high,3,medium,0.44483935934052954,0.7436025175606177,0.7371857514765974
retail,credit card,599,Global,high,1,low,0.8994125221673253,0.7502718294717717,0.7049694359614014
retail,password,65050,Global,low,5,medium,0.13353423316074942,0.3172889837759053,0.5786804025312023
tech,email,100539,US,low,1,low,0.386696449987462,0.4837138323907132,0.28318010091981155
finance,email,6953,EU,high,4,medium,0.8211424247203473,0.29460333294045604,0.72608439668219
retail,password,123,India,medium,5,high,0.9694908994061782,0.2587050703242867,0.8227935142103968
healthcare,credit card,7387,Global,low,3,low,0.4539261364217959,0.025896070249485148,0.5017090748142586
tech,email,48223,Global,medium,2,low,0.5069996201433474,0.2852117446533321,0.38195627742203303
retail,full name,1143,India,low,6,medium,0.5721719617837697,0.5539699498782749,0.5971491253707473
healthcare,email,31784,US,low,1,medium,0.9323481416337108,0.0016011875490288263,0.46348351972226876
healthcare,SSN,21362,US,low,5,low,0.8582067909770298,0.2832190838096674,0.6229975713468869
finance,SSN,70163,US,low,3,high,0.17060112462164434,0.8814103323232501,0.7316604579779361
tech,credit card,27977,EU,medium,5,high,0.436757817847075,0.5936485851073608,0.8410962121206481
tech,password,3145,EU,low,3,medium,0.4640004281964263,0.6078628240809805,0.428778913851593
finance,credit card,241142,Global,high,3,high,0.7890961116487567,0.40336430502635323,0.9644190524861981
finance,credit card,16041,US,high,3,high,0.6028928826054353,0.676472143492411,0.9519302525295094
tech,credit card,20855,India,medium,8,medium,0.654220462029013,0.18993276623035915,0.9034708849074926
tech,credit card,3406,Global,low,6,high,0.9981999076656176,0.8187468103841916,0.9054851862946562
retail,full name,9076,India,high,2,medium,0.07496004347001306,0.11668911993589981,0.6904302865076385
retail,full name,3753,Global,medium,2,low,0.223009823533733,0.6560013546531093,0.35894130913960187
finance,email,15585,EU,low,5,medium,0.40789593737154684,0.34114932581968305,0.5145752902657944
retail,SSN,675640,Global,high,5,low,0.3477824030488872,0.7475129705824768,0.6867875400226366
healthcare,credit card,1416,EU,high,3,low,0.02164556134698359,0.54976455126602,0.6796349118734524
retail,email,873,Global,medium,8,high,0.09177760647117583,0.4523530384787162,0.7602653698479157
retail,SSN,417625,US,low,3,high,0.6809532914035762,0.169422402093247,0.6654151532922753
healthcare,password,14492,India,low,8,high,0.8793244633625606,0.6368214642843528,0.7480407152216507
finance,full name,5778,US,high,3,medium,0.5142270112659776,0.9747698434204131,0.7047212095174513
healthcare,SSN,176276,Global,high,1,high,0.539191079513633,0.825603424907015,0.8767017608139712
retail,password,6560,Global,high,1,low,0.2550934328323794,0.0600081925890118,0.4703420859311589
finance,SSN,849174,Global,low,4,high,0.7678763636337114,0.3762293783611911,0.7357758514020851
retail,full name,85464,EU,medium,3,high,0.7517945873672564,0.9255830091902718,0.797231050441727
healthcare,full name,8301,India,medium,6,medium,0.5883656892176566,0.5030437475570214,0.707849540225562
healthcare,email,1647247,India,low,4,medium,0.21266428651134284,0.6621118258081792,0.4025814844972031
retail,credit card,6558,Global,medium,5,low,0.09701821823708945,0.9125993455913904,0.6094069668572035
tech,SSN,97167,Global,high,9,medium,0.06423857585712589,0.8737946904198807,0.9267598675683185
tech,SSN,40078,EU,medium,3,high,0.5926960666428778,0.501820375540511,0.7936230029181355
healthcare,password,297593,US,medium,1,medium,0.8250353191428,0.43764630265760207,0.589185045864952
healthcare,full name,500329,US,medium,9,low,0.8583304317809248,0.3396926184795871,0.6698793243285257
tech,SSN,23482,India,high,8,high,0.4636220743434498,0.7190194431628911,1.0
tech,full name,4881,EU,low,9,low,0.7842712993067169,0.28698679947154326,0.4998490647241689
retail,SSN,55267,Global,high,6,medium,0.9468801963410236,0.24988760643090013,0.9851179495837123
retail,email,5679,India,low,3,medium,0.275170112488068,0.3562498946037801,0.5159315112394258
tech,credit card,1235238,EU,low,2,low,0.39796034638075717,0.17721505687879202,0.4443539394068686
retail,SSN,28942,US,low,9,high,0.9314789925966807,0.6951198159457673,0.8398120679415746
retail,full name,10607,EU,medium,2,medium,0.33823096731728486,0.6162406493306123,0.5890322090804638
finance,email,31868,US,medium,8,medium,0.9138762903217963,0.4828785341158436,0.6910245994961727
retail,SSN,1488,EU,low,4,high,0.9810448622544657,0.39032577926155465,0.9085475551200938
healthcare,password,3155,India,low,2,medium,0.6618107285744247,0.9090625428967315,0.5042195403082008
retail,credit card,243002,US,medium,4,low,0.8168902895041683,0.029123784989105284,0.6217443921196486
retail,SSN,5920,India,high,1,medium,0.7495455642210852,0.7691077435072992,0.8603871370474214
tech,email,2713,India,low,3,medium,0.6995342576155238,0.9019095717488887,0.5094939740600081
healthcare,password,64428,US,high,9,high,0.30693107298123257,0.44635457942992596,0.8696228292484222
retail,email,235957,US,medium,1,low,0.057094337907943715,0.5506904914706467,0.3016659649859062
retail,email,92772,Global,low,1,high,0.3430517325196506,0.9444636878820379,0.4203962232753731
finance,password,161473,Global,high,7,medium,0.6669359852039066,0.21227751528551442,0.8469132270387321
retail,email,4848,Global,high,0,medium,0.10252919822780138,0.5201348477846849,0.47884658173189976
retail,password,1282,India,high,6,high,0.011917982978242092,0.4747211271282129,0.7915270817052554
finance,SSN,443595,India,medium,4,high,0.13969237260293865,0.2583926478703701,0.8556114649528078
tech,password,11552,Global,medium,7,high,0.7157359264107953,0.8185932303731079,0.7965397725663038
retail,password,13337,India,high,0,low,0.972793701656444,0.8996005947632358,0.5051369637051919
finance,credit card,313761,India,high,6,medium,0.9830646996148205,0.7819325797882088,0.9176217042639996
healthcare,password,67000,US,medium,4,high,0.4939791491401879,0.19535896084860838,0.7019749462571238
tech,password,54818,US,high,3,medium,0.8693523009923474,0.08674863550138157,0.7351045153471442
healthcare,SSN,1672792,India,high,6,low,0.7368264557515041,0.6054444853053423,0.7561090197783642
healthcare,credit card,6081,Global,medium,9,low,0.5010402369846034,0.057094760509883935,0.7844221975855565
finance,full name,140882,EU,high,1,low,0.5727605329550868,0.6728258885580842,0.4554048576514723
retail,SSN,24686,Global,high,0,low,0.13722714661687108,0.5304242203272427,0.6326435540624824
finance,SSN,37691,EU,high,0,medium,0.9376614606165921,0.6627857327436636,0.785375868824336
finance,full name,468333,Global,medium,0,low,0.3519297707317768,0.590170773649744,0.25676919876911003
finance,password,60819,US,high,4,low,0.4461492564571695,0.4227025695271728,0.5077698852159342
finance,email,64640,India,medium,9,high,0.6716602309978987,0.20087718014022826,0.8259699875463589
tech,credit card,188153,India,medium,6,low,0.33390247152655395,0.30570213581048855,0.7150290347805767
retail,email,10615,US,low,1,high,0.25425916098893053,0.5245005742189764,0.5939147727301611
healthcare,full name,4111,EU,low,9,low,0.6310493932702206,0.6518680936476059,0.4695158757566868
healthcare,SSN,2725,EU,high,7,low,0.02498408228184945,0.7794830168845285,0.6936362208534559
retail,SSN,431,EU,medium,3,high,0.7207251120266789,0.7671707184490608,0.8759967652299052
healthcare,credit card,1345685,US,low,2,low,0.5140233698765098,0.9726887432610853,0.42014160331964334
retail,SSN,2424,EU,high,9,medium,0.6057537305209344,0.28584144866340944,0.9801849541118213
healthcare,SSN,14150,US,low,7,medium,0.6318801592468851,0.07111070821343679,0.7161142883044109
finance,credit card,12662,Global,low,1,low,0.5270501564925637,0.3456569355418593,0.3282265037907658
healthcare,credit card,40733,Global,medium,2,medium,0.582533777440736,0.7432944752240767,0.7840961607250686
retail,full name,112586,US,medium,2,high,0.6837882008898746,0.4381116510332952,0.6670579835217244
retail,SSN,123123,India,low,9,low,0.7531188471796741,0.8177884305894194,0.6277949014087966
retail,SSN,6862,Global,low,0,low,0.7274523912861205,0.549326365186015,0.47258030784058813
retail,full name,15768,EU,medium,5,high,0.8696164577322617,0.929791722630503,0.880903981239799
retail,password,38760,US,high,1,high,0.18944343316740275,0.9478634419990688,0.7349483759241883
tech,password,13394,EU,medium,0,high,0.40114796949179754,0.06930450601874871,0.5952648777593603
tech,password,548362,EU,low,1,low,0.9477960660144571,0.4564134397124243,0.3479232504071077
healthcare,full name,58803,India,high,5,high,0.3965905743863297,0.609689061249568,0.8249199052743011
retail,SSN,95774,EU,low,3,high,0.12487007690592267,0.2558725408122128,0.7042927266150742
healthcare,full name,82930,India,high,5,medium,0.5254451263621795,0.40707677937898024,0.7597876945291773
retail,full name,230256,Global,low,8,medium,0.10949097255446216,0.6776815411176983,0.5216178344152896
retail,password,31635,US,high,9,low,0.2028532387278652,0.22673422689836142,0.6213440032166804
tech,email,1646,EU,high,9,medium,0.9983187565709567,0.6019813529744524,0.8681869682822922
tech,SSN,48990,US,low,7,medium,0.541362638396132,0.6974478281643061,0.7799871087183907
finance,password,5986,EU,high,0,high,0.284058389040429,0.09049631109586675,0.7002720280255087
tech,email,7652,US,medium,7,high,0.9947749545739061,0.49752931602745276,0.7825262345536719
finance,email,71162,EU,low,8,medium,0.9665589185551432,0.2630800299241908,0.7081188389854971
finance,credit card,262122,EU,medium,5,medium,0.44073904108426354,0.7243863559980446,0.8513879654811173
finance,SSN,22983,EU,low,9,medium,0.2604031087879084,0.18955550853694048,0.7212328904678514
finance,email,40850,EU,high,4,low,0.83839963809219,0.8922379155381064,0.6266153985644907
finance,password,662933,EU,high,5,low,0.7156207169717858,0.4309413365183269,0.6107343833417532
healthcare,credit card,35650,EU,high,5,low,0.6869414350035103,0.1980030303075535,0.8062920266409245
tech,SSN,4006250,EU,low,8,medium,0.8931137413224726,0.43802179635032934,0.7485977818255788
finance,full name,68255,EU,medium,3,medium,0.6894171338713246,0.40874376280852787,0.6760647431516787
retail,password,650,EU,medium,1,low,0.28379794304154915,0.4289189594937103,0.39349017489505284
tech,email,99377,US,low,8,low,0.6938631618757323,0.5855612934974469,0.5056580057660178
tech,email,47207,India,low,1,medium,0.30581351128366396,0.5211737249135375,0.40532870730707554
finance,password,290542,EU,medium,9,high,0.759238979656995,0.14977713168090268,0.7552929727190649
healthcare,email,84656,India,medium,8,low,0.619747854491566,0.06557907264663632,0.6061715204551951
finance,credit card,16698,EU,medium,1,medium,0.07741155198475058,0.7294154487265405,0.5687630884533477
healthcare,SSN,1903,EU,medium,7,medium,0.512835362435142,0.5597174359283135,0.8960821692547416
retail,credit card,14500,US,low,8,high,0.34330096919574093,0.35900076807926373,0.795723736077963
tech,email,4019,Global,low,9,medium,0.32857063273229425,0.8083578224980739,0.5035046305716993
retail,full name,6897,Global,high,8,medium,0.6022563023772572,0.38805847426095696,0.8102756154234023
healthcare,SSN,71478,US,medium,9,low,0.3223248244694249,0.7959650896006075,0.741372509973863
healthcare,SSN,621448,India,high,8,low,0.7768937482048727,0.3057561275123747,0.7794091873995529
retail,password,48501,Global,low,1,high,0.07079143601117444,0.07284529754519975,0.5670308748208588
healthcare,password,2014,US,low,3,high,0.6603882523958254,0.9326396937999291,0.6388758524311162
retail,full name,53594,US,high,6,medium,0.8091948036567412,0.39455112928137315,0.8187574564839679
tech,SSN,241171,Global,medium,1,low,0.6728316899204301,0.7926925728493779,0.5255019561800874
retail,full name,6505,India,medium,0,high,0.49722919501999574,0.27914413322230447,0.5814280519122591
tech,password,16847,US,medium,2,high,0.9503070137361812,0.646365112123656,0.7265390628111628
retail,password,22683,EU,medium,3,high,0.2999384897980636,0.8733108732577283,0.7122958919057595
healthcare,SSN,4583,India,high,7,medium,0.019167887524977778,0.041644022339980324,0.8722419778698935
retail,credit card,80544,India,high,5,low,0.43198937146344085,0.8306357646860892,0.7028732707821057
healthcare,email,17293,Global,low,1,high,0.03301193590032725,0.5713330049719286,0.47260985266893935
retail,password,50973,Global,medium,8,low,0.9539367525264087,0.6074717539085692,0.665075109045508
retail,password,3733,EU,medium,1,high,0.2099180457480515,0.5231580008059826,0.5401473875579819
finance,credit card,9182,US,medium,4,high,0.7889270239488795,0.8744751032836424,0.9560165846320267
healthcare,credit card,93410,Global,high,3,low,0.7745720831743649,0.04343335723563746,0.7195711998970932
finance,full name,10449,Global,medium,6,low,0.21772889968293352,0.2610283915358481,0.41913593281036265
healthcare,full name,696572,India,high,7,low,0.6212265304801673,0.8757625388591553,0.6390410329697328
finance,email,9904,Global,medium,4,medium,0.04807896848645021,0.752345702531956,0.6052913004956587
tech,email,34522,Global,medium,9,high,0.48357458570386747,0.017645160178605845,0.8884481558224249
retail,SSN,142227,Global,low,4,medium,0.014647127272486737,0.5170062832097087,0.5550960765581703
healthcare,full name,1291,Global,medium,1,low,0.9211438801808418,0.5295726807126748,0.2811555642153214
healthcare,password,650,India,medium,7,high,0.9760860241995717,0.4008821351279104,0.7821309616470603
retail,full name,1041,EU,low,1,medium,0.22228276663858526,0.2973933320619897,0.4587490520571838
healthcare,password,275176,EU,high,9,high,0.20810603459637278,0.6817248504123421,0.7811235181062164
healthcare,credit card,7304,US,high,5,medium,0.7537201765621296,0.20779046470475382,1.0
finance,full name,3672556,Global,medium,7,low,0.25337939882933447,0.7989485620717061,0.5860783872710295
healthcare,credit card,7125,India,high,5,medium,0.895076559161845,0.8030371607674718,0.9490594680193225
tech,email,31859,US,medium,3,high,0.5739291361229822,0.4152614375728205,0.6660746480949469
tech,email,481287,US,low,3,high,0.3507776230103121,0.28354801090964765,0.5778407935918884
retail,SSN,1217348,EU,low,5,high,0.8326937463494201,0.2838781815907132,0.8638237422419471
healthcare,full name,1360016,India,medium,3,high,0.4934067004133952,0.4822913239962101,0.7122644932776045
retail,credit card,246898,India,low,7,low,0.9116329137084755,0.7195792247493588,0.7281462600343529
tech,password,170778,India,low,8,medium,0.928014236729381,0.35886869099385876,0.6297963011816133
healthcare,email,72045,EU,medium,0,low,0.16542015212840933,0.6100433454577515,0.2514998665316911
healthcare,email,104476,EU,medium,3,low,0.0023234061319302723,0.38248446058259433,0.3163683052565868
retail,password,7314,EU,low,3,low,0.9839309401424022,0.3045231891513833,0.3045285306112827
tech,credit card,4288,EU,high,1,high,0.9061375361274794,0.02485951591579416,0.9304276997395283
healthcare,credit card,21878,EU,high,5,high,0.05544523570384141,0.003914105735390638,0.9438260885342613
retail,full name,15671,Global,medium,2,high,0.8330342639410699,0.22720767783200446,0.6949361565388207
tech,full name,8897,Global,medium,6,medium,0.4578049325592066,0.40640628680099544,0.6489275162156116
retail,SSN,88678,India,high,4,high,0.2589616050249752,0.8512611673620603,0.8903878175663638
finance,email,148837,US,low,3,medium,0.8787465236769298,0.7984842429304254,0.5585914465990656
healthcare,full name,26286,India,high,4,high,0.19666723239030726,0.2671652625879899,0.6665135282467182
finance,credit card,422971,US,high,7,high,0.9472999994200669,0.24454044298429933,1.0
tech,password,2245,EU,high,2,low,0.20562148769934108,0.22732207107002744,0.5198866567683537
finance,credit card,14953,US,high,6,low,0.6136831877287435,0.339237340528867,0.7463263974377226
finance,email,5251,India,medium,5,low,0.22308633452897486,0.4981987195616854,0.4918924044428224
tech,credit card,526,India,medium,0,medium,0.5456686649686348,0.4386677720315755,0.6145539117200404
retail,SSN,18669,US,low,6,medium,0.6839751299151413,0.21827319878149376,0.7256052692999997
finance,email,17266,Global,low,6,high,0.19022793082013756,0.13045140994361804,0.6777688188722536
retail,password,454475,EU,low,0,medium,0.5208857827006792,0.012577812486195383,0.33819616241691125
finance,SSN,77778,EU,low,8,high,0.469059744390119,0.15396323866650385,0.8841698909428293
retail,email,2840,India,high,5,medium,0.07103742140334124,0.7053563701941182,0.7093997667627225
tech,password,898233,Global,medium,1,medium,0.8183078176753029,0.24363856934558292,0.624652725136482
finance,SSN,253233,US,medium,4,medium,0.3356824006428417,0.4686018101215098,0.7639757386466213
tech,SSN,70558,EU,low,3,low,0.5745821975518796,0.5913011489232447,0.4439838887312205
finance,email,14003,Global,low,6,medium,0.5147842349331344,0.8868409028316071,0.6678781445903753
tech,full name,3232,EU,high,7,low,0.5132605045704423,0.8888550983934195,0.6020289032169364
tech,SSN,10462,Global,high,0,low,0.10722239420848745,0.745733733681359,0.5493644352141517
finance,SSN,194365,Global,low,4,medium,0.42348200924933277,0.03515699204850142,0.710218647273022
finance,password,954719,India,medium,2,high,0.4523667592065702,0.5750704190854149,0.5612402871864752
finance,credit card,482379,EU,medium,0,high,0.7336428403644485,0.7865834708315065,0.8453477330421386
healthcare,email,8285,US,medium,2,high,0.8400188319206985,0.01728804476336321,0.6364576685757544
retail,email,2346,India,low,5,medium,0.544982278100018,0.5496846136565783,0.5317482568181232
healthcare,full name,29195,India,medium,6,high,0.08678295406499048,0.8577641457860294,0.7531211906163828
healthcare,full name,641,US,high,7,low,0.23684947059654626,0.47410207584226693,0.6215996542553847
tech,email,42038,India,high,3,high,0.16493402685273106,0.004106202897448452,0.7959522056077958
finance,full name,16396,Global,low,2,medium,0.12461506318912474,0.01101335833560746,0.34242112777035993
retail,password,8672,Global,high,4,high,0.36589929861780757,0.41663603741375055,0.8429624975504166
tech,email,907,EU,low,8,low,0.22939350215438203,0.15500866741675456,0.4633014696041147
healthcare,full name,61525,EU,medium,5,medium,0.2183031118115123,0.6644506570932596,0.6732916026434459
finance,email,7590,US,medium,8,high,0.054693174576267656,0.708799264906154,0.6759862788593063
tech,credit card,2122,EU,medium,5,medium,0.01767004479543388,0.1778797954606286,0.6783202427880923
finance,SSN,70,Global,high,1,medium,0.1027682426497818,0.8885332885244849,0.7231580417820528
tech,email,20847,US,low,4,medium,0.17219747942363306,0.4419078449789259,0.4191784588772282
finance,SSN,762610,US,medium,8,high,0.43098372884820313,0.14284590759192373,0.8528999779140953
healthcare,full name,610796,EU,low,7,medium,0.5105202612988446,0.7642515980693955,0.5817788232688262
retail,SSN,8829,Global,medium,6,high,0.14059191817336558,0.7899745000167728,0.9057637598902248
healthcare,email,6604,US,high,0,low,0.4247833415241863,0.6392954726654575,0.5824273106671516
retail,credit card,56249,Global,high,3,high,0.3417488423259273,0.8534655532025531,0.9516086419348773
finance,full name,2990,Global,low,6,low,0.18342364349795603,0.7373729720306713,0.48595586434478655
tech,email,40278,Global,high,6,high,0.006840748148363551,0.8822057372269906,0.8284765204961576
healthcare,full name,101942,EU,high,5,medium,0.4670178665217417,0.43388804848547946,0.774680086295539
retail,password,256239,India,low,7,high,0.6856517492651993,0.7475971280994425,0.7112582901498812
healthcare,SSN,18028,India,medium,5,medium,0.22627733414380702,0.9997515634290444,0.9067838942502253
retail,password,14656,US,high,9,low,0.13180682989667936,0.7249311975196192,0.5789011398132151
healthcare,email,3804,Global,low,2,high,0.8870427444469619,0.11418378023713216,0.5712055594380366
retail,credit card,4214,EU,high,3,medium,0.2750247724877978,0.518318722429183,0.85732951163159
retail,full name,14003,Global,high,2,low,0.22361261979266478,0.5873477912430279,0.4927349071612328
finance,SSN,45923,Global,high,0,low,0.8570969396099158,0.17421067507139099,0.6145015937871359
retail,full name,136922,EU,high,9,high,0.8171070991667613,0.9628916341780376,0.9797295673535841
finance,email,4418,India,low,4,low,0.4483464705246336,0.1755797776346163,0.36277728881590726
retail,full name,435991,Global,low,0,medium,0.4892388614277745,0.17755791971322277,0.396514049770408
tech,SSN,12807,Global,low,0,low,0.21774870483402198,0.915167137974555,0.3833039858598467
tech,email,21105,India,high,1,low,0.0783016704795575,0.46520543312167106,0.3511241325723389
tech,full name,4942,EU,high,3,medium,0.5734318253556611,0.0631882792745162,0.6176804829460943
retail,credit card,172,US,high,5,low,0.09834492159021313,0.5981874999385286,0.7641792727883618
finance,email,129067,India,low,7,low,0.4492745469566498,0.6018263486330478,0.4110793711497898
finance,email,96152,US,high,2,low,0.9404971985130107,0.0645007586865618,0.5474021524408164
retail,credit card,12548,US,medium,0,low,0.9528343891705844,0.972522495633662,0.6259053707232048
tech,password,25184,India,high,2,medium,0.2393322865473586,0.5440299652945756,0.6295398558582568
tech,SSN,61813,Global,medium,2,low,0.6241134200456544,0.5597957221797643,0.5619069012992074
finance,password,967,US,high,4,medium,0.47407626410785764,0.5201154145023945,0.7622115058855503
tech,full name,7645,US,low,3,low,0.875685127586106,0.61073177964462,0.34765526693096765
healthcare,credit card,107853,EU,high,3,low,0.27143086427605323,0.26429975277375495,0.7272895478917073
finance,password,1792,Global,medium,8,low,0.003702406832416849,0.2872413479748408,0.5441481366550657
tech,email,39621,US,medium,6,low,0.1625612059314151,0.5113390897961327,0.5877727803585584
finance,full name,1460,EU,high,3,medium,0.34952280116939805,0.8066858547635796,0.6404351279530799
healthcare,full name,55986,Global,medium,2,medium,0.3157211297704886,0.04986457649417886,0.6099208452871696
finance,password,20511,India,medium,5,medium,0.7913629191228859,0.603404212220246,0.7068408972624851
finance,password,871,India,low,2,high,0.6805606661388378,0.806778142506314,0.5117877474301327
finance,credit card,226268,EU,high,5,low,0.29955631961489726,0.15691727203722716,0.600146810739257
finance,SSN,5068,India,high,8,low,0.4577438171662134,0.015022541980566295,0.7558730376118548
healthcare,password,4356,US,high,5,medium,0.09555910395833522,0.31271329514145807,0.7241733007631211
retail,password,32897,Global,medium,3,high,0.8981464448201008,0.5881437067295981,0.7516820411124004
finance,email,219098,US,high,4,low,0.9354248244485341,0.13828317340474772,0.6105884291806002
finance,full name,2888,US,high,5,medium,0.9798035353809381,0.4261223709724855,0.7954738852419422
tech,SSN,24918,India,low,2,low,0.8685528307858377,0.5523214973742779,0.49055560807357423
finance,email,51929,US,low,7,low,0.17396088769622553,0.5988830947573172,0.46895694545654043
tech,credit card,88098,India,low,3,medium,0.046196483201628835,0.27441172100037514,0.5228051634060094
retail,credit card,31347,Global,medium,7,medium,0.579596727412674,0.4000296359862914,0.8713741656179814
healthcare,password,10571,Global,high,9,low,0.9126050268831104,0.7783392290675587,0.6501229388951592
healthcare,password,4208,US,low,9,low,0.17735136165974286,0.9412146941206855,0.37240808291310257
retail,credit card,26167,EU,low,2,medium,0.0070429146241418605,0.8618803311182572,0.6195158196577562
healthcare,password,2580,India,low,9,low,0.8054960460322443,0.5642835017334319,0.43138645075722737
retail,SSN,63,India,high,6,low,0.076795684286734,0.41029280294394654,0.7307036567336803
retail,password,52739,US,high,8,medium,0.4137060319100304,0.3329566143714182,0.8892955232849528
retail,full name,134305,India,high,3,low,0.678887337188785,0.12495656608401806,0.5997925821229622
healthcare,password,195,India,medium,7,low,0.23679758545618013,0.10655124721611298,0.500931242897599
tech,email,2923,EU,medium,2,high,0.0839625634467267,0.6883576249136577,0.5997776034243787
retail,SSN,75986,EU,low,6,medium,0.7700212284558287,0.2597944161711604,0.6956419779126681
finance,email,1349157,US,high,2,high,0.6301750848870414,0.2546616864324468,0.8380497706020067
healthcare,email,22961,EU,low,6,high,0.9884904844868048,0.9981950544777857,0.7794166388447339
retail,full name,5135,US,high,9,high,0.3443080333199593,0.1879259578737954,0.918760917025485
retail,SSN,15278,Global,high,9,low,0.0617623862901997,0.14805975948882966,0.7960178858694769
finance,SSN,344466,US,high,5,low,0.7343500353352957,0.09868522775992061,0.7347087730636584
tech,SSN,6051,Global,medium,1,high,0.5217334188532456,0.5798053451667962,0.7047777197485321
tech,SSN,4454,US,medium,2,high,0.21320393138913507,0.6278638260021014,0.809347414404104
tech,SSN,8387,India,high,5,high,0.7817289890047594,0.36522792625688194,1.0
retail,full name,3272,EU,low,3,low,0.20375548584994374,0.5354133355114677,0.3907278827413425
retail,password,28151,Global,high,5,high,0.2606616548329366,0.7883995309449126,0.8160216551696222
retail,email,567704,US,high,0,high,0.09252855436671914,0.8181041683217484,0.6419152915076559
healthcare,SSN,42030,EU,low,9,medium,0.39943227903085443,0.9579120757156483,0.7279802176696126
finance,password,13296,US,high,0,medium,0.41892922393741894,0.8242679859228745,0.6254301136653864
retail,password,12287,EU,low,2,low,0.5145617903482984,0.5648414367174266,0.29735171490106754
